Approved symbol	Gene group name	Gene group ID	Ensembl ID(supplied by Ensembl)
TAS2R30	Taste 2 receptors	1162	ENSG00000256188
MTHFDP1			
ON			
SCIDX1			
SEDC			
MIR8077	MicroRNAs	476	ENSG00000277533
IGH	Immunoglobulin heavy locus at 14q32.33	349	
YT			
MIR8079	MicroRNAs	476	ENSG00000276319
ATPSBL2			
HOX1F			
MIR8071-2	MicroRNAs	476	ENSG00000277030
TRA	T cell receptor alpha locus at 14q11.2	371	
TRB	T cell receptor beta locus at 7q34	372	
TRD	T cell receptor delta locus at 14q11.2	374	
TRG	T cell receptor gamma locus at 7p14	375	
MIR6124	MicroRNAs	476	ENSG00000275373
HOX1G			
HOX1H			
HOX2A			
HOX2B			
MIR6785	MicroRNAs	476	ENSG00000284595
HOX2C			
HOX2E			
HOX2F			
HOX2G			
HOX2H			
MIR302F	MicroRNA MIR302 family	1764	ENSG00000283218
HOX2I			
MIR6871	MicroRNAs	476	ENSG00000276169
HOX3A			
HOX3B			
HOX3C			
HOX3D			
ARSC1			
ATP5			
MIR8059	MicroRNAs	476	ENSG00000278672
ATP5A			
MIR7112	MicroRNAs	476	ENSG00000284054
CYP2DL1			
MIR6862-2	MicroRNAs	476	ENSG00000278340
MIR6082	MicroRNAs	476	ENSG00000278502
GLUT3P1			
MASA			
SNORD70B	Small nucleolar RNAs, C/D box	845	ENSG00000212309
SNORD3I	Small nucleolar RNAs, C/D box	845	
RBTN1			
RP7			
ZNF82			
IDO			
LAMM			
LAMS			
DAT1			
FAS1			
ERVK9-12			
GPR140			
GPR134			
DPDE1			
OCLM			
DPDE2			
C7orf8			
MIR6749	MicroRNAs	476	ENSG00000274314
ERVW-28			
C21orf14			
DPDE3			
DPDE4			
C22orf12			
NHE2			
NHE3			
HOKPP			
OR4Q4			
IGK	Immunoglobulin kappa locus at 2p11.2	351	
CYRP			
C6orf144			
C6orf180			
RNA18SN4	Ribosomal 45S rRNA genes outside of clusters	1528	
C6orf92			
C6orf178			
MIR103B2	MicroRNA MIR103/107 family	1754	ENSG00000283320
NMDAR2C			
IFI56			
C10orf131			
DERPC			ENSG00000286140
IFI56P			
ZNF539			
PDZD5C			
MIR6759	MicroRNAs	476	ENSG00000283621
HTT			
CMD1			
C10orf133			
MIR6764	MicroRNAs	476	ENSG00000283840
C9orf151			
MIR6774	MicroRNAs	476	ENSG00000274134
C9orf55B			
MIR6778	MicroRNAs	476	ENSG00000283772
C9orf108			
PAB1			
MIR6783	MicroRNAs	476	ENSG00000278223
MIR1244-1	MicroRNA MIR1244 family	1861	ENSG00000284378
EHK1			
PTK4			
MIR12117	MicroRNAs	476	
PTK5			
TYRO10			
C9orf101			
LYPLA2L			
APOBEC3A_B	Apolipoprotein B mRNA editing enzyme catalytic subunits	406	
MODY2			
C6orf44			
HEN1			
HEN2			
MIR11181	MicroRNAs	476	
MIR6837	MicroRNAs	476	ENSG00000284067
SNRPNL1			
CAL1L			
MIR12116	MicroRNAs	476	
HEGFL			
MFTL			
ERR			
NMDAR1			
MIR3176	MicroRNAs	476	ENSG00000266235
MIR6866	MicroRNAs	476	ENSG00000284144
NMDAR2A			
NMDAR2B			
KIAA0507			
CLI			
TYRO4			
MIR6788	MicroRNAs	476	ENSG00000274838
MIR6789	MicroRNAs	476	ENSG00000284129
PSOR1			
MIR1973	MicroRNAs	476	ENSG00000284253
TSC4			
SUP45L1			
C1orf178			
MIR6793	MicroRNAs	476	ENSG00000275640
MIR12119	MicroRNAs	476	
C8orf61			
MIR6798	MicroRNAs	476	ENSG00000273898
MIR6803	MicroRNAs	476	ENSG00000278264
SUP45L2			
MIR6808	MicroRNAs	476	ENSG00000284372
MIR12118	MicroRNAs	476	
MIR6813	MicroRNAs	476	ENSG00000274034
MIR3132	MicroRNAs	476	ENSG00000265252
SUP45L3			
DNHD2			
C3orf7			
SUP45L4			
DFNA1			
DFNB1			
TCF9			
MIR6818	MicroRNAs	476	ENSG00000275818
HHC1			
C22orf35			
ZNF388			
BCRL6			
MLVAR			
MIR3166	MicroRNAs	476	ENSG00000266581
NPPS			
OR51P2P			
PUAB1			
PUAB3			
SCZD8			
MROS			
IGHR			
PPD			
OR52J4P			
OR52M4			
MUC11			
ENDOGL2			
PTPLC			
OR52Y2P			
BABAM2-AS1	Antisense RNAs	1987	
MIR4296	MicroRNAs	476	ENSG00000264572
LHFPL4			
CCD1			
MIR6822	MicroRNAs	476	ENSG00000284158
PSCD2L			
MIR6827	MicroRNAs	476	ENSG00000277723
MIR4276	MicroRNAs	476	ENSG00000265846
MIR6832	MicroRNAs	476	ENSG00000274494
C22orf19			
RNA45S3	45S pre-ribosomal RNAs	1382	
GTF3BAP1			
IGKJ@			
MIR6780B	MicroRNAs	476	ENSG00000276770
ERVW-9			
MBS2			
MELAS			
IGLC@			
HLA-DXB			
PCNA-AS1	Antisense RNAs	1987	
MIR4269	MicroRNAs	476	ENSG00000265215
PIK3C1			
NKR			
FAS-AS1	Antisense RNAs	1987	
NET1			
MYP3			
ERVK-32	Envelope ERV derived genes	1412	
MIR6845	MicroRNAs	476	ENSG00000284142
BCAR2			
CLD			
ERVK9-1			
OR5AK5P			
MIR325HG	MicroRNA non-coding host genes	1688	
PSORS4			
COLOT1			
KSS			
ZNF249			
GAGE2C	GAGE family	1845	
SPRR1			
DI			
ZEBTR	Long non-coding RNAs with non-systematic symbols	1992	
EBN2			
VAT1			
ZNF247			
VMAT1			
VMAT2			
LINC00673	Long intergenic non-protein coding RNAs	1986	
DCOH			
ZNF246			
ZNF245			
ZNF244			
ZNF242			
RAI5			
DURS1			
NPRC			
MIR3659	MicroRNAs	476	ENSG00000265596
FRA18C			
MIR6849	MicroRNAs	476	ENSG00000283770
C1orf5			
RNE1			
MIR3685	MicroRNAs	476	ENSG00000265917
ZNF272			
MIR6855	MicroRNAs	476	ENSG00000276124
PDEG			
TP53L			
IGHD@			
RNE3			
MIR5705	MicroRNAs	476	ENSG00000263981
MIR12127	MicroRNAs	476	
PPP1R3			
PYDC5			
NCRUPAR	Long non-coding RNAs with non-systematic symbols	1992	
OBS			
ZNF139			
OR55B2P			
IGLP1			
HLA-DZA			
PTPN10			
CHH			
MIR6840	MicroRNAs	476	ENSG00000284012
C16orf28			
C20orf109			
SCZD9			
CABP3			
SCA13			
PSORS5			
SPANXB2			
SPANXE			
CYP4A2			
OR5B20P			
TAS2R48			
MIR7156	MicroRNAs	476	ENSG00000276081
HYRC1			
MIR6859-1	MicroRNAs	476	ENSG00000278267
TAS2R49			
MIR3919	MicroRNAs	476	ENSG00000263634
MIR6863	MicroRNAs	476	ENSG00000283471
CASA			
TCL5			
RNA5SP398			
HOX3G			
HOX4D			
APPL2			
MIR6868	MicroRNAs	476	ENSG00000275360
AVED			
CALS			
MDS1			
NPT1			
CAMKD			
HADHSC			
GPR129			
MIR6873	MicroRNAs	476	ENSG00000284517
PEO1			
MIR6875	MicroRNAs	476	ENSG00000283821
TMEM257			
PRIP			
FTHL6			
MRT11			
HOX1I			
MIR6879	MicroRNAs	476	ENSG00000278851
STMY2			
LQT			
MIR6884	MicroRNAs	476	ENSG00000283721
MIR3654	MicroRNAs	476	ENSG00000284135
HOX3H			
GATSL1			
NEC2			
P			
PRR25			
CCL4L1	Chemokine ligands	483	
OR7D3P			
OR7A16P			
MIR6889	MicroRNAs	476	ENSG00000274552
OR7E34P			
OR7E45P			
CTNNG			
MIR1255B1	MicroRNA MIR1255 family	1810	ENSG00000283207
OR5D1P			
MIR6894	MicroRNAs	476	ENSG00000277474
ANPRB			
C15orf49			
OR5G2P			
TRIC5			
A2MRAP			
JBTS1			
OR7E32P			
C10orf123			
OR7E57P			
GRIK			
C9orf94			
PSACH			
MIR7151	MicroRNAs	476	ENSG00000276866
C14orf77			
MIR3917	MicroRNAs	476	ENSG00000283938
C6orf184			
C3orf53			
OR7E49P			
C1orf222			
MIR7155	MicroRNAs	476	ENSG00000278359
OR7E54P			
GTF2D1			
SGLT2			
FRA1H			
AXT			
FRA1I			
OR7E40P			
TAX			
C5orf23			
UND			
FRA2H			
EPVE6AP			
FRA2J			
C14orf88			
FRA2K			
LGMD1G			
MIR7159	MicroRNAs	476	ENSG00000276824
MYH12			
OR7E58P			
FRA3A			
CTLA3			
MIR23C	MicroRNAs	476	ENSG00000264566
FRA3C			
OR7E60P			
OR2AF2P			
ODG1			
FRA3D			
S100D			
FRA1J			
FRA7H			
FRA7I			
FRA7J			
FRA14C			
S100E			
OR1D7P			
MIR7108	MicroRNAs	476	ENSG00000283728
OR7E17P			
C9orf35			
OR7E42P			
SNAX1			
LAMB2T			
LAMNB2			
ATP6N2			
TBS			
OR8U8	Olfactory receptors, family 8	155	
OR8U9	Olfactory receptors, family 8	155	
OR9G9	Olfactory receptors, family 9	156	
MIR374C	MicroRNA MIR374 family	1775	ENSG00000283534
COCA1			
MIR6511A2	MicroRNAs	476	ENSG00000278221
JAK1B			
OR7E56P			
FRA16D			
FRA18B			
OR2AR1P			
OR4C8P			
OR9J1			
OR1E7			
PRR8			
C9orf113			
S100L			
OR7E88P			
SCIDA			
OR1E8P			
OR7E92P			
KIR2DL5B	Killer cell immunoglobulin like receptors	620	
C18orf49			
SEC63D1			
DNHD3			
MIR7705	MicroRNAs	476	ENSG00000284570
EPD1			
MIR3620	MicroRNAs	476	ENSG00000284163
MIR6516	MicroRNAs	476	ENSG00000284250
OR7E95P			
CMKAR1			
OR5D10P			
OR10P2P			
AWAL			
GRH			
MIR3621	MicroRNAs	476	ENSG00000263697
OR7E123P			
CMD1Q			
OR51C2P			
MIR7848	MicroRNAs	476	ENSG00000276961
OR2C5P			
SPHAR			
HPVE6A			
MIR7853	MicroRNAs	476	ENSG00000263572
C11orf69			
MIR7975	MicroRNAs	476	ENSG00000275863
LINC00836	Long intergenic non-protein coding RNAs	1986	ENSG00000280809
TMEM155			
BBS			
C1orf188			
C1orf84			
KPP			
FNDC6			
CFD1			
MIR8052	MicroRNAs	476	ENSG00000274999
OR7E52P			
MIR8057	MicroRNAs	476	ENSG00000276221
C10orf64			
JWS			
CXorf22			
C2orf12			
C14orf67			
C15orf51			
C1orf67			
PAGB			
SH3D20			
MIR3677	MicroRNAs	476	ENSG00000266643
MIR8063	MicroRNAs	476	ENSG00000277202
MIR3646	MicroRNAs	476	ENSG00000266151
PPAR			
AKD2			
GAGE2B	GAGE family	1845	
C6orf187			
KIAA0754			
C6orf224			
MIR3616	MicroRNAs	476	ENSG00000264901
MIR8078	MicroRNAs	476	ENSG00000277521
C9orf63			
GAGE2D	GAGE family	1845	
CMT4B			
GTF2H2C_2			
LUZP6			
ZNF647			
MIR8083	MicroRNAs	476	ENSG00000274940
ORW1			
GUC1A4			
MIR6724-1	MicroRNAs	476	ENSG00000275950
MIR3612	MicroRNAs	476	ENSG00000265635
MIR3945	MicroRNAs	476	ENSG00000266698
PWAR4	Long non-coding RNAs with non-systematic symbols	1992	
GLCL			
SCA3			
XPGC			
MIR6726	MicroRNAs	476	ENSG00000278073
MIR6727	MicroRNAs	476	ENSG00000283712
MIR6728	MicroRNAs	476	ENSG00000274258
SHFD2			
CD28LG1			
TDRD4			
LAMNA			
SPATA31A2			
CTLA1			
SPATA31A4			
CXorf30			
TXNRD3NB			
C14orf184			
MIR6731	MicroRNAs	476	ENSG00000278034
C1orf197			
AREGB			
MIR6732	MicroRNAs	476	ENSG00000283724
MIR6733	MicroRNAs	476	ENSG00000284410
MIR6735	MicroRNAs	476	ENSG00000274975
CBWD7			
FAM203B			
C19orf49			
LAMNB1			
C8orf6			
HLA70			
DCDC5			
HLAK			
ZNF588			
MIR8068	MicroRNAs	476	ENSG00000273912
NPT2			
DMDA1			
TYRP2			
PRKM2			
CD27LG			
ERVMER61-1			
C17orf10			
MIR3649	MicroRNAs	476	ENSG00000266043
C1orf218			
MIR8072	MicroRNAs	476	ENSG00000284425
C6orf61			
SCYAR1			
CNA2			
NKG2			
AEMK			
MIR6737	MicroRNAs	476	ENSG00000276584
HOS			
MIR6738	MicroRNAs	476	ENSG00000277817
KFS			
ARR1			
VGR			
TXREB			
MIR6740	MicroRNAs	476	ENSG00000275207
PPP5			
RPL17P			
ANX2LG			
MIR6742	MicroRNAs	476	ENSG00000284311
PCOLC			
LGMD2A			
DNCL			
STAT			
IGKV268			
DFNB2			
DFNB3			
SCNN1			
ZNF305			
PBDX			
MIR3655	MicroRNAs	476	ENSG00000284325
LSH			
C19orf17			
RSE			
MIR6743	MicroRNAs	476	ENSG00000283920
KAI1			
NPH1			
FSD1CL			
RAP1GN1			
EIF4C			
C9orf99			
MIR6781	MicroRNAs	476	ENSG00000278447
MIR4318	MicroRNAs	476	ENSG00000266530
MIR6782	MicroRNAs	476	ENSG00000275107
MIR4285	MicroRNAs	476	ENSG00000264675
LMP7			
DNECL			
DDU			
TNFC			
SDU			
PDB6			
CTSO2			
DFNA9			
DFNB10			
CCT6			
OED			
CNA1			
TEX4			
USH1B			
GLC2A			
CMD3A			
HLAL			
KIR			
RPD3L1			
MRX41			
RABL			
OTSC5			
DFNB12			
MIR6784	MicroRNAs	476	ENSG00000277249
TRSUP-CTA1-1			
BCD1			
TRP-AGG1-1	Cytoplasmic transfer RNAs	842	
MIR3136	MicroRNAs	476	ENSG00000265355
MIR4292	MicroRNAs	476	ENSG00000265806
GDIA2			
TRE-TTC2-2	Cytoplasmic transfer RNAs	842	
TRG-CCC7-1	Low confidence cytoplasmic transfer RNAs	1877	
MIR4306	MicroRNAs	476	ENSG00000263615
MUM1			
TRC-GCA6-1	Cytoplasmic transfer RNAs	842	
PRSM1			
NMTRQ-CTG1-1	Nuclear-encoded mitochondrial transfer RNAs	841	
CD94			
TRT-AGT1-2	Cytoplasmic transfer RNAs	842	
MIR548S	MicroRNA MIR548 family	1806	ENSG00000265056
MIR4265	MicroRNAs	476	ENSG00000264934
DYRK			
CCA2			
TRG-CCC2-2	Cytoplasmic transfer RNAs	842	
VRF			
LINC01372	Long intergenic non-protein coding RNAs	1986	
PLPB1			
TOP3			
TRC-GCA10-1	Cytoplasmic transfer RNAs	842	
MIR4320	MicroRNAs	476	ENSG00000283343
MIR3115	MicroRNAs	476	ENSG00000263793
MIR378C	MicroRNAs	476	ENSG00000264803
TRY-GTA8-1	Cytoplasmic transfer RNAs	842	
DFNA12			
TRM-CAT4-3	Cytoplasmic transfer RNAs	842	
TRN-GTT2-2	Cytoplasmic transfer RNAs	842	
TRC-GCA24-1	Low confidence cytoplasmic transfer RNAs	1877	
MIR4270	MicroRNAs	476	ENSG00000263573
TRN-GTT14-1			
MIR3152	MicroRNAs	476	ENSG00000264638
MIR6786	MicroRNAs	476	ENSG00000277784
MIR3180-1	MicroRNA MIR3180 family	1869	ENSG00000265537
MIR3117	MicroRNAs	476	ENSG00000264720
MIR1244-3	MicroRNA MIR1244 family	1861	ENSG00000283429
TRT-CGT1-1	Cytoplasmic transfer RNAs	842	
TRN-GTT2-4	Cytoplasmic transfer RNAs	842	
TRS-CGA1-1	Cytoplasmic transfer RNAs	842	
MIR4297	MicroRNAs	476	ENSG00000266676
MIR4279	MicroRNAs	476	ENSG00000266243
TRY-GTA5-2	Cytoplasmic transfer RNAs	842	
MIR3192	MicroRNAs	476	ENSG00000265137
TRQ-TTG8-1			
MIR3148	MicroRNAs	476	ENSG00000264788
TRT-AGT1-1	Cytoplasmic transfer RNAs	842	
MIR3202-2	MicroRNAs	476	ENSG00000283694
GLVR1			
TRN-GTT2-7	Cytoplasmic transfer RNAs	842	
ATXN8	Ataxins	411	
FAM27D1	Long non-coding RNAs with FAM root symbol	1993	
GLVR2			
MRX48			
MIR3168	MicroRNAs	476	ENSG00000264226
CSNB4			
MIR3124	MicroRNAs	476	ENSG00000264500
MIR3162	MicroRNAs	476	ENSG00000264559
TRL-AAG1-3	Cytoplasmic transfer RNAs	842	
MIR3170	MicroRNAs	476	ENSG00000263399
TRY-GTA2-1	Cytoplasmic transfer RNAs	842	
MIR3120	MicroRNAs	476	ENSG00000283152
MIR4325	MicroRNAs	476	ENSG00000266666
MIR548U	MicroRNA MIR548 family	1806	ENSG00000212017
MNBH			
TRR-TCG4-1	Cytoplasmic transfer RNAs	842	
TRN-GTT17-1	Low confidence cytoplasmic transfer RNAs	1877	
TRK-CTT1-1	Cytoplasmic transfer RNAs	842	
LINC00597	Long intergenic non-protein coding RNAs	1986	
TBX7			
MIR1244-2	MicroRNA MIR1244 family	1861	ENSG00000283498
RP19			
DFNA13			
FKBP1L			
NMTRQ-TTG3-1	Nuclear-encoded mitochondrial transfer RNAs	841	
TRQ-TTG7-1			
TRL-CAA1-2	Cytoplasmic transfer RNAs	842	
MIR6787	MicroRNAs	476	ENSG00000284574
MIR4264	MicroRNAs	476	ENSG00000266436
MIR3194	MicroRNAs	476	ENSG00000266761
MIR6790	MicroRNAs	476	ENSG00000273758
MIR4327	MicroRNAs	476	ENSG00000265007
PFIC2			
TRV-CAC4-1	Cytoplasmic transfer RNAs	842	
MIR3157	MicroRNAs	476	ENSG00000266407
MIR6791	MicroRNAs	476	ENSG00000283950
TRE-CTC14-1			
MIR3154	MicroRNAs	476	ENSG00000264823
BFT			
MIR4260	MicroRNAs	476	ENSG00000283876
TRP-AGG2-7	Cytoplasmic transfer RNAs	842	
MIR4294	MicroRNAs	476	ENSG00000264800
TRS-GCT5-1	Cytoplasmic transfer RNAs	842	
MIR3140	MicroRNAs	476	ENSG00000264678
PARK1			
MIR6792	MicroRNAs	476	ENSG00000273657
NMTRL-TAA2-1	Nuclear-encoded mitochondrial transfer RNAs	841	
MIR6795	MicroRNAs	476	ENSG00000275711
TRL-AAG2-4	Cytoplasmic transfer RNAs	842	
MIR4302	MicroRNAs	476	ENSG00000283603
TRI-AAT6-1	Cytoplasmic transfer RNAs	842	
TRD-GTC2-11	Cytoplasmic transfer RNAs	842	
DLX6-AS2	Antisense RNAs	1987	
MIR4255	MicroRNAs	476	ENSG00000264698
MIR3190	MicroRNAs	476	ENSG00000265134
CDCL1			
RNR3	Ribosomal 45S RNA clusters	1381	
TRR-TCG6-1	Cytoplasmic transfer RNAs	842	
STRL22			
RNR4	Ribosomal 45S RNA clusters	1381	
ZNF191			
TRR-ACG2-2	Cytoplasmic transfer RNAs	842	
MIR3135A	MicroRNAs	476	ENSG00000266745
MIR3116-1	MicroRNAs	476	ENSG00000263908
RLNL			
TRE-CTC4-1			
MIR4288	MicroRNAs	476	ENSG00000265251
CORD6			
MIR3193	MicroRNAs	476	ENSG00000264395
MIR6796	MicroRNAs	476	ENSG00000275652
USH1D			
MIR6797	MicroRNAs	476	ENSG00000276926
TRL-CAA5-1	Low confidence cytoplasmic transfer RNAs	1877	
MIR4311	MicroRNAs	476	ENSG00000263512
MIR3156-2	MicroRNA MIR3156 family	1867	ENSG00000265499
CTSGL2			
MIR3129	MicroRNAs	476	ENSG00000264725
MMP18			
MIR4305	MicroRNAs	476	ENSG00000264171
MIR4272	MicroRNAs	476	ENSG00000283298
MIR3133	MicroRNAs	476	ENSG00000263752
MIR3189	MicroRNAs	476	ENSG00000264175
CACNL2A			
TRA-TGC3-2	Cytoplasmic transfer RNAs	842	
TRN-GTT15-1	Low confidence cytoplasmic transfer RNAs	1877	
MIR3186	MicroRNAs	476	ENSG00000266189
MIR4326	MicroRNAs	476	ENSG00000266104
MIR6811	MicroRNAs	476	ENSG00000277842
HCP5B	Long non-coding RNAs with non-systematic symbols	1992	
MIR3116-2	MicroRNAs	476	ENSG00000283690
USP3L			
MIR3122	MicroRNAs	476	ENSG00000264358
MIR4284	MicroRNAs	476	ENSG00000265724
MIR3118-2	MicroRNA MIR3118 family	1866	ENSG00000265322
ANKL1			
TRA-AGC1-1	Cytoplasmic transfer RNAs	842	
MIR3141	MicroRNAs	476	ENSG00000264760
TRA-AGC17-1	Low confidence cytoplasmic transfer RNAs	1877	
TRT-CGT3-1	Cytoplasmic transfer RNAs	842	
MIR3144	MicroRNAs	476	ENSG00000265725
CDCA6			
TRH-GTG1-5	Cytoplasmic transfer RNAs	842	
MIR4271	MicroRNAs	476	ENSG00000264633
MIR3165	MicroRNAs	476	ENSG00000263742
TRR-TCT2-1	Cytoplasmic transfer RNAs	842	
MIR6814	MicroRNAs	476	ENSG00000275166
TRM-CAT3-2	Cytoplasmic transfer RNAs	842	
TRA-AGC10-1	Cytoplasmic transfer RNAs	842	
MIR4309	MicroRNAs	476	ENSG00000266015
TRV-AAC6-1	Low confidence cytoplasmic transfer RNAs	1877	
MIR4273	MicroRNAs	476	ENSG00000266396
MIR6815	MicroRNAs	476	ENSG00000275167
TRV-CAC5-1	Cytoplasmic transfer RNAs	842	
FAM7A5			
MIR3180-2	MicroRNA MIR3180 family	1869	ENSG00000265373
FAM7B1			
MIR3131	MicroRNAs	476	ENSG00000264755
MIR4268	MicroRNAs	476	ENSG00000266518
MIR3179-1	MicroRNA MIR3179 family	1868	ENSG00000284305
MIR4315-2	MicroRNAs	476	ENSG00000284172
MIR4281	MicroRNAs	476	ENSG00000266329
MIR4290	MicroRNAs	476	ENSG00000263967
MIR6816	MicroRNAs	476	ENSG00000278278
MIR3150A	MicroRNAs	476	ENSG00000283522
MIR4263	MicroRNAs	476	ENSG00000265321
DGCR7			
S9			
RNA5-8S5	5.8S ribosomal RNAs	1384	
MIR4277	MicroRNAs	476	ENSG00000263746
MIR3146	MicroRNAs	476	ENSG00000265932
MIR4251	MicroRNAs	476	ENSG00000283572
MIR2909	MicroRNAs	476	ENSG00000276326
ATP3			
MIR6819	MicroRNAs	476	ENSG00000278420
OR10P3P			
TRA-TGC1-1	Cytoplasmic transfer RNAs	842	
MIR4312	MicroRNAs	476	ENSG00000265195
MIR3181	MicroRNAs	476	ENSG00000264947
F13A2			
MIR3169	MicroRNAs	476	ENSG00000266663
TRK-TTT6-1	Cytoplasmic transfer RNAs	842	
TRL-CAG3-1			
MIR3178	MicroRNAs	476	ENSG00000266232
F13A3			
TRR-ACG1-2	Cytoplasmic transfer RNAs	842	
MIR4252	MicroRNAs	476	ENSG00000265392
FSP			
MIR4256	MicroRNAs	476	ENSG00000283296
MIR1184-3	MicroRNA MIR1184 family	1859	ENSG00000221603
MIR3185	MicroRNAs	476	ENSG00000263602
MIR4324	MicroRNAs	476	ENSG00000265407
MIR4323	MicroRNAs	476	ENSG00000266226
TRK-CTT11-1	Cytoplasmic transfer RNAs	842	
TRX-CAT1-7	Cytoplasmic transfer RNAs	842	
LINC00977	Long intergenic non-protein coding RNAs	1986	
GLYD			
LINC01930	Long intergenic non-protein coding RNAs	1986	
MIR4286	MicroRNAs	476	ENSG00000263762
MIR4314	MicroRNAs	476	ENSG00000264005
OVD1A			
TRR-CCT1-1	Cytoplasmic transfer RNAs	842	
TRM-CAT7-1	Cytoplasmic transfer RNAs	842	
ACAD			
TRK-CTT3-1	Cytoplasmic transfer RNAs	842	
MIR4308	MicroRNAs	476	ENSG00000265432
CRYGP2			
DNCM			
MIR1184-2	MicroRNA MIR1184 family	1859	ENSG00000221190
TRL-AAG2-2	Cytoplasmic transfer RNAs	842	
MIR3125	MicroRNAs	476	ENSG00000264370
CACNLB1			
ERPL1			
ERV1			
F2L			
MIR3202-1	MicroRNAs	476	ENSG00000265176
FNL1			
FNZ			
G6PDL			
MIR3156-1	MicroRNA MIR3156 family	1867	ENSG00000263476
MIR6821	MicroRNAs	476	ENSG00000276753
MIR3155A	MicroRNAs	476	ENSG00000263628
TRS-GCT2-1	Cytoplasmic transfer RNAs	842	
TRL-CAA6-1	Cytoplasmic transfer RNAs	842	
GCF1			
GUSM			
TRT-AGT1-3	Cytoplasmic transfer RNAs	842	
IFN1@			
MIR3134	MicroRNAs	476	ENSG00000264354
MIC17			
TRV-CAC7-1	Low confidence cytoplasmic transfer RNAs	1877	
IGHDOR15@			
MIC6			
MIR1260B	MicroRNAs	476	ENSG00000266192
IGKV@			
MIR6823	MicroRNAs	476	ENSG00000278799
CACNLB2			
TRI-GAT1-3	Cytoplasmic transfer RNAs	842	
LINC02859	Long intergenic non-protein coding RNAs	1986	
MKRN3-AS1	Antisense RNAs	1987	
DACOR1	Long non-coding RNAs with non-systematic symbols	1992	
CACNLB3			
TRV-CAC1-7	Cytoplasmic transfer RNAs	842	
FAM247C	Long non-coding RNAs with FAM root symbol	1993	
PTCSC1	Long non-coding RNAs with non-systematic symbols	1992	
PIRC7	Piwi-interacting RNA clusters	851	
PIRC10	Piwi-interacting RNA clusters	851	
PIRC14	Piwi-interacting RNA clusters	851	
PIRC20	Piwi-interacting RNA clusters	851	
PIRC23	Piwi-interacting RNA clusters	851	
PIRC31	Piwi-interacting RNA clusters	851	
PIRC38	Piwi-interacting RNA clusters	851	
PIRC42	Piwi-interacting RNA clusters	851	
PIRC48	Piwi-interacting RNA clusters	851	
PIRC52	Piwi-interacting RNA clusters	851	
PIRC55	Piwi-interacting RNA clusters	851	
PIRC63	Piwi-interacting RNA clusters	851	
PIRC65	Piwi-interacting RNA clusters	851	
PIRC73	Piwi-interacting RNA clusters	851	
PIRC76	Piwi-interacting RNA clusters	851	
PIRC79	Piwi-interacting RNA clusters	851	
PIRC90	Piwi-interacting RNA clusters	851	
MIR6824	MicroRNAs	476	ENSG00000284364
PIRC94	Piwi-interacting RNA clusters	851	
PIRC96	Piwi-interacting RNA clusters	851	
PIRC104	Piwi-interacting RNA clusters	851	
PIRC112	Piwi-interacting RNA clusters	851	
PIRC4	Piwi-interacting RNA clusters	851	
PIRC12	Piwi-interacting RNA clusters	851	
PIRC17	Piwi-interacting RNA clusters	851	
PIRC24	Piwi-interacting RNA clusters	851	
PIRC32	Piwi-interacting RNA clusters	851	
PIRC37	Piwi-interacting RNA clusters	851	
PIRC45	Piwi-interacting RNA clusters	851	
MIR6826	MicroRNAs	476	ENSG00000278658
PIRC50	Piwi-interacting RNA clusters	851	
PIRC54	Piwi-interacting RNA clusters	851	
PIRC67	Piwi-interacting RNA clusters	851	
PIRC71	Piwi-interacting RNA clusters	851	
PIRC80	Piwi-interacting RNA clusters	851	
PIRC84	Piwi-interacting RNA clusters	851	
PIRC97	Piwi-interacting RNA clusters	851	
PIRC5	Piwi-interacting RNA clusters	851	
PIRC6	Piwi-interacting RNA clusters	851	
PIRC9	Piwi-interacting RNA clusters	851	
PIRC15	Piwi-interacting RNA clusters	851	
MIR6828	MicroRNAs	476	ENSG00000283474
PIRC16	Piwi-interacting RNA clusters	851	
PIRC22	Piwi-interacting RNA clusters	851	
PIRC25	Piwi-interacting RNA clusters	851	
PIRC26	Piwi-interacting RNA clusters	851	
PIRC30	Piwi-interacting RNA clusters	851	
PIRC33	Piwi-interacting RNA clusters	851	
PIRC35	Piwi-interacting RNA clusters	851	
PIRC39	Piwi-interacting RNA clusters	851	
PIRC43	Piwi-interacting RNA clusters	851	
PIRC46	Piwi-interacting RNA clusters	851	
PIRC47	Piwi-interacting RNA clusters	851	
MIR6830	MicroRNAs	476	ENSG00000283678
PIRC51	Piwi-interacting RNA clusters	851	
PIRC53	Piwi-interacting RNA clusters	851	
PIRC56	Piwi-interacting RNA clusters	851	
PIRC60	Piwi-interacting RNA clusters	851	
PIRC64	Piwi-interacting RNA clusters	851	
PIRC66	Piwi-interacting RNA clusters	851	
PIRC70	Piwi-interacting RNA clusters	851	
PIRC72	Piwi-interacting RNA clusters	851	
PIRC77	Piwi-interacting RNA clusters	851	
PIRC78	Piwi-interacting RNA clusters	851	
PIRC81	Piwi-interacting RNA clusters	851	
PIRC85	Piwi-interacting RNA clusters	851	
PIRC87	Piwi-interacting RNA clusters	851	
PIRC89	Piwi-interacting RNA clusters	851	
PIRC98	Piwi-interacting RNA clusters	851	
PIRC99	Piwi-interacting RNA clusters	851	
PIRC102	Piwi-interacting RNA clusters	851	
PIRC106	Piwi-interacting RNA clusters	851	
GPR28			
